Ticker,Market Cap,Industry
ESRX,43297450000,Drug Retailers
ESS,15466760000,Residential REITs
ESSA,182145600,Banks
ESTE,244387700,Oil & Gas Exploration and Production
ESTR,575850700,Environmental Services & Equipment
ESV,2788746000,Oil & Gas Drilling
ESXB,208695600,Banks
ETB,,
ETE,18075690000,Oil & Gas Transportation Services
ETFC,16927170000,Investment Banking & Brokerage Services
ETG,,
ETH,659367400,Home Furnishings
ETHO,,Exchange Traded Fund
ETJ,,
ETM,1017139000,Broadcasting
ETN,34227470000,Electrical Components & Equipment
ETO,,
ETP,21592650000,Oil & Gas Transportation Services
ETR,14417070000,Electric Utilities
ETSY,3636835000,Department Stores
ETV,,
ETW,,
ETX,,
ETY,,
EUDG,,Exchange Traded Fund
EUDV,,Exchange Traded Fund
EUFL,,Exchange Traded Fund
EUFN,,Exchange Traded Fund
EUFX,,Exchange Traded Fund
EUM,,Exchange Traded Fund
EUMV,,Exchange Traded Fund
EUO,,Exchange Traded Fund
EURL,,Exchange Traded Fund
EURN,1383462000,Oil & Gas Transportation Services
EURZ,,Exchange Traded Fund
EUSA,,Exchange Traded Fund
EUSC,,Exchange Traded Fund
EUXL,,Exchange Traded Fund
EV,6625845000,Investment Management & Fund Operators
EVA,812910000,Renewable Fuels
EVBG,1259013000,Software
EVBN,227349300,Banks
EVC,381948700,Broadcasting
EVF,,
EVFM,76382360,Pharmaceuticals
EVG,,
EVGBC,,Exchange Traded Fund
EVGN,77127560,Fishing & Farming
EVH,1537462000,Advanced Medical Equipment & Technology
EVHC,5277563000,Healthcare Facilities & Services
EVI,444054400,Industrial Machinery & Equipment
EVJ,,
EVK,63622770,Apparel & Accessories
EVLO,518220100,Biotechnology & Medical Research
EVLV,73880310,Other Specialty Retailers
EVM,,
EVN,,
EVO,,
EVOK,46015300,Pharmaceuticals
EVOL,41971790,Software
EVOP,,
EVP,,
EVR,5235873000,Investment Banking & Brokerage Services
EVRI,512392100,Business Support Services
EVT,,
EVTC,1575877000,IT Services & Consulting
EVV,,
EVX,,Exchange Traded Fund
EVY,,
EW,28655420000,Advanced Medical Equipment & Technology
EWA,,Exchange Traded Fund
EWBC,10203720000,Banks
EWC,,Exchange Traded Fund
EWD,,Exchange Traded Fund
EWEM,,Exchange Traded Fund
EWG,,Exchange Traded Fund
EWGS,,Exchange Traded Fund
EWH,,Exchange Traded Fund
EWI,,Exchange Traded Fund
EWJ,,Exchange Traded Fund
EWK,,Exchange Traded Fund
EWL,,Exchange Traded Fund
EWM,,Exchange Traded Fund
EWMC,,Exchange Traded Fund
EWN,,Exchange Traded Fund
EWO,,Exchange Traded Fund
EWP,,Exchange Traded Fund
EWQ,,Exchange Traded Fund
EWRE,,Exchange Traded Fund
EWS,,Exchange Traded Fund
EWSC,,Exchange Traded Fund
EWT,,Exchange Traded Fund
EWU,,Exchange Traded Fund
EWUS,,Exchange Traded Fund
EWV,,Exchange Traded Fund
EWW,,Exchange Traded Fund
EWX,,Exchange Traded Fund
EWY,,Exchange Traded Fund
EWZ,,Exchange Traded Fund
EWZS,,Exchange Traded Fund
EXAS,6316769000,Biotechnology & Medical Research
EXC,39262080000,Electric Utilities
EXD,,
EXEL,6186695000,Biotechnology & Medical Research
EXFO,192476000,Industrial Machinery & Equipment
EXG,,
EXI,,Exchange Traded Fund
EXK,362708000,Precious Metals & Minerals
EXLS,1937187000,Business Support Services
EXP,5212434000,Construction Materials
EXPD,12893140000,Air Freight & Courier Services
EXPE,17691910000,Leisure & Recreation
EXPI,970115600,Real Estate Services
EXPO,2509434000,Business Support Services
EXPR,675022200,Apparel & Accessories Retailers
EXR,11999300000,Specialized REITs
EXT,,Exchange Traded Fund
EXTN,1009941000,Oil Related Services and Equipment
EXTR,1036255000,Communications & Networking
EYE,2728335000,Other Specialty Retailers
EYEG,24564650,Pharmaceuticals
EYEN,,
EYES,141260800,'Medical Equipment Supplies & Distribution'
EYLD,,Exchange Traded Fund
EYPT,108600100,Biotechnology & Medical Research
EZA,,Exchange Traded Fund
EZJ,,Exchange Traded Fund
EZM,,Exchange Traded Fund
EZPW,688974900,Consumer Lending
EZU,,Exchange Traded Fund
F,45051310000,Auto & Truck Manufacturers
FAAR,,Exchange Traded Fund
FAB,,Exchange Traded Fund
FAD,,Exchange Traded Fund
FAF,6033456000,Property & Casualty Insurance
FALN,,Exchange Traded Fund
FAM,,
FAMI,117617600,Fishing & Farming
FAN,,Exchange Traded Fund
FANG,11867880000,Oil & Gas Exploration and Production
FANH,1911931000,Property & Casualty Insurance
FANZ,,
FARM,483294100,Food Processing
FARO,937941200,Electrical Components & Equipment
FAS,,Exchange Traded Fund
FAST,15101500000,Industrial Machinery & Equipment
FAT,69352000,Restaurants & Bars
FATE,607343600,Biotechnology & Medical Research
FAUS,,Exchange Traded Fund
FAX,1116940000,Closed End Funds
FAZ,,Exchange Traded Fund
FB,535274600000,Internet Services
FBC,2008455000,Banks
FBHS,8390557000,Construction Supplies & Fixtures
FBIO,182512400,Pharmaceuticals
FBIZ,228137800,Banks
FBK,1274773000,Banks
FBM,646406300,Construction Supplies & Fixtures
FBMS,459921500,Banks
FBNC,1219956000,Banks
FBND,,Exchange Traded Fund
FBNK,409342200,Banks
FBP,1703115000,Banks
FBR,10819580000,Paper Products
FBSS,80186420,Banks
FBT,,Exchange Traded Fund
FBZ,,Exchange Traded Fund
FC,380789000,Business Support Services
FCA,,Exchange Traded Fund
FCAL,,Exchange Traded Fund
FCAN,,Exchange Traded Fund
FCAP,122025600,Banks
FCAU,33875380000,Auto & Truck Manufacturers
FCB,2870740000,Banks
FCBC,573546800,Banks
FCBP,,
FCCO,178236200,Banks
FCCY,176469100,Banks
FCE.A,5370597000,Commercial REITs
FCEF,,Exchange Traded Fund
FCEL,151837100,Renewable Energy Equipment & Services
FCF,1574678000,Banks
FCFS,4091913000,Consumer Lending
FCG,,Exchange Traded Fund
FCN,2351125000,Business Support Services
FCNCA,5255082000,Banks
FCO,,
FCOM,,Exchange Traded Fund
FCOR,,Exchange Traded Fund
FCPT,1379460000,Commercial REITs
FCRE,9144770,Real Estate Development & Operations
FCSC,81382730,Biotechnology & Medical Research
FCT,,
FCVT,,Exchange Traded Fund
FCX,24745400000,Integrated  Mining
FDBC,189098300,Banks
FDC,17911420000,Business Support Services
FDD,,Exchange Traded Fund
FDEF,636092000,Banks
FDEU,,
FDIS,,Exchange Traded Fund
FDIV,,Exchange Traded Fund
FDL,,Exchange Traded Fund
FDLO,,Exchange Traded Fund
FDM,,Exchange Traded Fund
FDMO,,Exchange Traded Fund
FDN,,Exchange Traded Fund
FDP,2209792000,Fishing & Farming
FDRR,,Exchange Traded Fund
FDS,7837089000,Professional Information Services
FDT,,Exchange Traded Fund
FDTS,,Exchange Traded Fund
FDUS,353492100,Closed End Funds
FDVV,,Exchange Traded Fund
FDX,67204630000,Air Freight & Courier Services
FE,16262610000,Electric Utilities
FEDU,335124300,Personal Services
FEI,,
FEIM,69924750,Electronic Equipments & Parts
FELE,2149113000,Industrial Machinery & Equipment
FELP,548720900,Coal
FEM,,Exchange Traded Fund
FEMB,,Exchange Traded Fund
FEMS,,Exchange Traded Fund
FEN,,
FENC,205543700,Biotechnology & Medical Research
FENG,396725400,Broadcasting
FENY,,Exchange Traded Fund
FEO,,
FEP,,Exchange Traded Fund
FET,1523735000,Oil Related Services and Equipment
FEU,,Exchange Traded Fund
FEUL,,
FEUZ,,Exchange Traded Fund
FEX,,Exchange Traded Fund
FEYE,3178340000,Software
FEZ,,Exchange Traded Fund
FF,604947300,Renewable Fuels
FFA,,
FFBC,3110385000,Banks
FFBW,72738160,Banks
FFC,,
FFEU,,Exchange Traded Fund
FFG,1978543000,Life & Health Insurance
FFHG,,
FFHL,11495750,Non-Paper Containers & Packaging
FFIC,771805900,Banks
FFIN,3587425000,Banks
FFIU,,Exchange Traded Fund
FFIV,10682830000,IT Services & Consulting
FFKT,401182100,Banks
FFNW,187346400,Banks
FFR,,Exchange Traded Fund
FFSG,,
FFTG,,
FFTI,,
FFTY,,Exchange Traded Fund
FFWM,747179700,Banks
FG,1862875000,Life & Health Insurance
FGB,,
FGBI,243958800,Banks
FGD,,Exchange Traded Fund
FGEN,4313924000,Biotechnology & Medical Research
FGM,,Exchange Traded Fund
FGP,367237100,Oil Related Services and Equipment
FHB,4023304000,Banks
FHK,,Exchange Traded Fund
FHLC,,Exchange Traded Fund
FHN,6190505000,Banks
FHY,,
FI,1613033000,Oil Related Services and Equipment
FIBK,2497609000,Banks
FIBR,,Exchange Traded Fund
FICO,5409761000,Software
FIDI,,Exchange Traded Fund
FIDU,,Exchange Traded Fund
FIF,,
FII,2518894000,Investment Management & Fund Operators
FILL,,Exchange Traded Fund
FINL,549000400,Apparel & Accessories Retailers
FINU,,Exchange Traded Fund
FINX,,Exchange Traded Fund
FINZ,,Exchange Traded Fund
FIS,34246750000,Financial & Commodity Market Operators
FISI,512154400,Banks
FISK,741231200,Real Estate Development & Operations
FISV,29385280000,Business Support Services
FIT,1329516000,Phones & Handheld Devices
FITB,21497140000,Banks
FIV,,
FIVA,,Exchange Traded Fund
FIVE,3961529000,Department Stores
FIVN,1905876000,Software
FIW,,Exchange Traded Fund
FIX,1723757000,Industrial Machinery & Equipment
FIXD,,Exchange Traded Fund
FIXX,744071300,Pharmaceuticals
FIYY,,Exchange Traded Fund
FIZZ,4297321000,Non-Alcoholic Beverages
FJP,,Exchange Traded Fund
FKO,,Exchange Traded Fund
FKU,,Exchange Traded Fund
FL,6583776000,Apparel & Accessories Retailers
FLAG,,Exchange Traded Fund
FLAU,,Exchange Traded Fund
FLAX,,Exchange Traded Fund
FLBR,,Exchange Traded Fund
FLC,,
FLCA,,Exchange Traded Fund
FLCH,,Exchange Traded Fund
FLCO,,Exchange Traded Fund
FLDM,222989900,Advanced Medical Equipment & Technology
FLEE,,Exchange Traded Fund
FLEH,,Exchange Traded Fund
FLEX,7382038000,Electronic Equipments & Parts
FLFR,,Exchange Traded Fund
FLGB,,Exchange Traded Fund
FLGR,,Exchange Traded Fund
FLGT,68336290,Advanced Medical Equipment & Technology
FLHK,,Exchange Traded Fund
FLIC,631146700,Banks
FLIN,,Exchange Traded Fund
FLIO,,Exchange Traded Fund
FLIR,7386246000,Communications & Networking
FLIY,,Exchange Traded Fund
FLJH,,Exchange Traded Fund
FLJP,,Exchange Traded Fund
FLKR,,Exchange Traded Fund
FLKS,70252770,Biotechnology & Medical Research
FLL,89086200,'Hotels Motels & Cruise Lines'
FLLV,,Exchange Traded Fund
FLM,,Exchange Traded Fund
FLMB,,Exchange Traded Fund
FLMX,,Exchange Traded Fund
FLN,,Exchange Traded Fund
FLNT,214371400,Business Support Services
FLO,4220327000,Food Processing
FLOT,,Exchange Traded Fund
FLOW,1889203000,Industrial Machinery & Equipment
FLQD,,Exchange Traded Fund
FLQE,,Exchange Traded Fund
FLQG,,Exchange Traded Fund
FLQH,,Exchange Traded Fund
FLQL,,Exchange Traded Fund
FLQM,,Exchange Traded Fund
FLQS,,Exchange Traded Fund
FLR,6822693000,Construction & Engineering
FLRN,,Exchange Traded Fund
FLRT,,Exchange Traded Fund
FLRU,,Exchange Traded Fund
FLS,5531643000,Industrial Machinery & Equipment
FLSW,,Exchange Traded Fund
FLT,18117570000,Business Support Services
FLTB,,Exchange Traded Fund
FLTR,,Exchange Traded Fund
FLTW,,Exchange Traded Fund
FLWS,846312700,Other Specialty Retailers
FLXN,981193700,Biotechnology & Medical Research
FLXS,296679700,Home Furnishings
FLY,412754400,Corporate Financial Services
FM,,Exchange Traded Fund
FMAO,383982200,Banks
FMAT,,Exchange Traded Fund
FMB,,Exchange Traded Fund
FMBH,535094400,Banks
FMBI,2724529000,Banks
FMC,12061890000,Diversified Chemicals
FMDG,,Exchange Traded Fund
FMF,,Exchange Traded Fund
FMHI,,
FMI,3433400000,Biotechnology & Medical Research
FMK,,Exchange Traded Fund
FMN,,
FMNB,439490600,Banks
FMO,,
FMS,31291650000,Healthcare Facilities & Services
FMSA,1238145000,Oil Related Services and Equipment
FMX,29882960000,Non-Alcoholic Beverages
FMY,,
FN,1359831000,Electronic Equipments & Parts
FNB,4391425000,Banks
FNBG,285232900,Banks
FNCB,152599800,Banks
FNCF,,Exchange Traded Fund
FNCL,,Exchange Traded Fund
FND,4681343000,Home Improvement Products & Services Retailers
FNDA,,Exchange Traded Fund
FNDB,,Exchange Traded Fund
FNDC,,Exchange Traded Fund
FNDE,,Exchange Traded Fund
FNDF,,Exchange Traded Fund
FNDX,,Exchange Traded Fund
FNF,10464580000,Property & Casualty Insurance
FNG,,Exchange Traded Fund
FNGN,2843874000,Investment Management & Fund Operators
FNHC,285431800,Property & Casualty Insurance
FNI,,Exchange Traded Fund
FNJN,81255720,Software
FNK,,Exchange Traded Fund
FNKO,228942900,Toys & Juvenile Products
FNLC,314200000,Banks
FNSR,1952107000,Communications & Networking
FNTE,487185100,Holding Companies
FNTEU,487185100,Holding Companies
FNV,13129529000,Gold
FNWB,191258500,Banks
FNX,,Exchange Traded Fund
FNY,,Exchange Traded Fund
FOE,1746996000,Specialty Chemicals
FOF,,
FOLD,2951016000,Pharmaceuticals
FOMX,217505300,Biotechnology & Medical Research
FONE,,Exchange Traded Fund
FONR,180428100,Advanced Medical Equipment & Technology
FOR,968789400,Real Estate Development & Operations
FORD,14263620,Apparel & Accessories
FORK,56019730,'Appliances Tools & Housewares'
FORM,989581800,Semiconductor Equipment & Testing
FORR,756227200,Advertising & Marketing
FORTY,534121100,IT Services & Consulting
FOSL,1010382000,Apparel & Accessories
FOX,71886450000,Entertainment Production
FOXA,71886450000,Entertainment Production
FOXF,1480539000,'Auto Truck & Motorcycle Parts'
FPA,,Exchange Traded Fund
FPAY,15830560,Consumer Lending
FPE,,Exchange Traded Fund
FPEI,,Exchange Traded Fund
FPF,,
FPH,760081900,Real Estate Development & Operations
FPI,276426500,Specialized REITs
FPL,,
FPRX,651019800,Biotechnology & Medical Research
FPX,,Exchange Traded Fund
FPXI,,Exchange Traded Fund
FQAL,,Exchange Traded Fund
FR,4030327000,Commercial REITs
FRA,,
FRAC,1669065000,Oil Related Services and Equipment
FRAK,,Exchange Traded Fund
FRAN,195727200,Apparel & Accessories Retailers
FRBA,241746200,Banks
FRBK,511103100,Banks
FRC,16155050000,Banks
FRD,42477230,Industrial Machinery & Equipment
FRED,62744730,Discount Stores
FREL,,Exchange Traded Fund
FRGI,656778600,Restaurants & Bars
FRI,,Exchange Traded Fund
FRLG,,Exchange Traded Fund
FRME,2270095000,Banks
FRN,,Exchange Traded Fund
FRO,804990300,Oil & Gas Transportation Services
FRPH,579849200,Ground Freight & Logistics
FRPT,784977800,Food Processing
FRSH,95402090,Restaurants & Bars
FRSX,62558780,Software
FRT,8562509000,Commercial REITs
FRTA,560033800,Construction Materials
FSAC,,
FSACU,,
FSB,516741300,Banks
FSBC,31238210,Banks
FSBW,217150600,Banks
FSCT,1217071000,IT Services & Consulting
FSD,,
FSFG,158011400,Banks
FSI,18609590,Specialty Chemicals
FSIC,1874573000,Closed End Funds
FSLR,7150088000,Renewable Energy Equipment & Services
FSM,879752100,Integrated  Mining
FSNN,113380800,Integrated Telecommunications Services
FSP,844981500,Commercial REITs
FSS,1452690000,Heavy Machinery & Vehicles
FSTA,,Exchange Traded Fund
FSTR,245140400,Steel
FSV,2508434400,Real Estate Services
FSZ,,Exchange Traded Fund
FT,,
FTA,,Exchange Traded Fund
FTAG,,Exchange Traded Fund
FTAI,1415525000,Corporate Financial Services
FTC,,Exchange Traded Fund
FTCS,,Exchange Traded Fund
FTD,163225500,Other Specialty Retailers
FTEC,,Exchange Traded Fund
FTEK,27792830,Environmental Services & Equipment
FTEO,406965500,IT Services & Consulting
FTF,,
FTFT,59155290,Food Processing
FTGC,,Exchange Traded Fund
FTHI,,Exchange Traded Fund
FTI,14421930000,Oil Related Services and Equipment
FTK,181392800,Oil Related Services and Equipment
FTLB,,Exchange Traded Fund
FTLS,,Exchange Traded Fund
FTNT,10143620000,IT Services & Consulting
FTNW,120621100,Integrated Telecommunications Services
FTR,616261200,Integrated Telecommunications Services
FTRI,,Exchange Traded Fund
FTS,13615489000,Electric Utilities
FTSD,,Exchange Traded Fund
FTSI,2181120000,Oil Related Services and Equipment
FTSL,,Exchange Traded Fund
FTSM,,Exchange Traded Fund
FTV,26319820000,Semiconductor Equipment & Testing
FTVA,,
FTXD,,Exchange Traded Fund
FTXG,,Exchange Traded Fund
FTXH,,Exchange Traded Fund
FTXL,,Exchange Traded Fund
FTXN,,Exchange Traded Fund
FTXO,,Exchange Traded Fund
FTXR,,Exchange Traded Fund
FUL,2613093000,Specialty Chemicals
FULT,3137209000,Banks
FUN,3722329000,Leisure & Recreation
FUNC,143822100,Banks
FUND,,
FUSB,68481720,Banks
FUT,,Exchange Traded Fund
FUTY,,Exchange Traded Fund
FUV,49827140,Auto & Truck Manufacturers
FV,,Exchange Traded Fund
FVAL,,Exchange Traded Fund
FVC,,Exchange Traded Fund
FVD,,Exchange Traded Fund
FVE,63171150,Healthcare Facilities & Services
FVL,,Exchange Traded Fund
FWDB,,Exchange Traded Fund
FWDD,,Exchange Traded Fund
FWDI,,Exchange Traded Fund
FWONA,23823820000,Broadcasting
FWONK,23823820000,Broadcasting
FWP,137777300,Biotechnology & Medical Research
FWRD,1757840000,Air Freight & Courier Services
FXA,,Exchange Traded Fund
FXB,,Exchange Traded Fund
FXC,,Exchange Traded Fund
FXD,,Exchange Traded Fund
FXE,,Exchange Traded Fund
FXF,,Exchange Traded Fund
FXG,,Exchange Traded Fund
FXH,,Exchange Traded Fund
FXI,,Exchange Traded Fund
FXL,,Exchange Traded Fund
FXN,,Exchange Traded Fund
FXO,,Exchange Traded Fund
FXP,,Exchange Traded Fund
FXR,,Exchange Traded Fund
FXS,,Exchange Traded Fund
FXSG,,Exchange Traded Fund
FXU,,Exchange Traded Fund
FXY,,Exchange Traded Fund
FXZ,,Exchange Traded Fund
FYC,,Exchange Traded Fund
FYLD,,Exchange Traded Fund
FYT,,Exchange Traded Fund
FYX,,Exchange Traded Fund
G,5740205000,Business Support Services
GAA,,Exchange Traded Fund
GAB,,
GABC,829354600,Banks
GAIA,343367600,Other Specialty Retailers
GAIN,375488900,Closed End Funds
GAL,,Exchange Traded Fund
GALT,158510700,Biotechnology & Medical Research
GAM,,
GAMR,,Exchange Traded Fund
GARD,,Exchange Traded Fund
GARS,139629400,Investment Management & Fund Operators
GASL,,Exchange Traded Fund
GASS,159840900,Marine Freight & Logistics
GASX,,Exchange Traded Fund
GATX,2732873000,Corporate Financial Services
GBAB,,
GBCI,3364402000,Banks
GBDC,1117128000,Closed End Funds
GBF,,Exchange Traded Fund
GBIL,,Exchange Traded Fund
GBL,764169100,Investment Management & Fund Operators
GBLI,554281900,Holding Companies
GBNK,983050700,Banks
GBR,3048670,Oil & Gas Exploration and Production
